pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name
1452,4415,hawaiian_l,3,17-01-2024,14:04:00,15,45,L,Classic,Ham|Pineapple,Hawaiian Pizza
1453,4415,bbq_ckn_s,1,17-01-2024,14:04:00,11,11,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1454,4416,veggie_s,1,28-01-2024,19:02:00,9,9,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1455,4416,veggie_l,1,28-01-2024,19:02:00,15,15,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1456,4416,margherita_s,3,28-01-2024,19:02:00,9,27,S,Classic,Tomato|Cheese,Margherita Pizza
1457,4416,margherita_m,1,28-01-2024,19:02:00,12,12,M,Classic,Tomato|Cheese,Margherita Pizza
1458,4417,veggie_l,3,30-01-2024,16:50:00,15,45,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1459,4417,hawaiian_s,2,30-01-2024,16:50:00,9,18,S,Classic,Ham|Pineapple,Hawaiian Pizza
1460,4417,veggie_s,1,30-01-2024,16:50:00,9,9,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1461,4417,hawaiian_s,3,30-01-2024,16:50:00,9,27,S,Classic,Ham|Pineapple,Hawaiian Pizza
1462,4417,margherita_l,2,30-01-2024,16:50:00,15,30,L,Classic,Tomato|Cheese,Margherita Pizza
1463,4417,pepperoni_l,1,30-01-2024,16:50:00,15,15,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
1464,4418,margherita_l,1,29-01-2024,19:07:00,15,15,L,Classic,Tomato|Cheese,Margherita Pizza
1465,4418,margherita_l,1,29-01-2024,19:07:00,15,15,L,Classic,Tomato|Cheese,Margherita Pizza
1466,4419,pepperoni_l,3,22-01-2024,19:13:00,15,45,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
1467,4420,veggie_m,1,17-01-2024,18:21:00,12,12,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1468,4421,pepperoni_m,2,14-01-2024,20:02:00,12,24,M,Classic,Pepperoni|Cheese,Pepperoni Pizza
1469,4421,bbq_ckn_l,3,14-01-2024,20:02:00,17,51,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1470,4421,margherita_s,2,14-01-2024,20:02:00,9,18,S,Classic,Tomato|Cheese,Margherita Pizza
1471,4421,pepperoni_m,2,14-01-2024,20:02:00,12,24,M,Classic,Pepperoni|Cheese,Pepperoni Pizza
1472,4421,pepperoni_s,2,14-01-2024,20:02:00,9,18,S,Classic,Pepperoni|Cheese,Pepperoni Pizza
1473,4421,margherita_l,2,14-01-2024,20:02:00,15,30,L,Classic,Tomato|Cheese,Margherita Pizza
1474,4422,hawaiian_l,3,01-01-2024,14:13:00,15,45,L,Classic,Ham|Pineapple,Hawaiian Pizza
1475,4422,hawaiian_l,1,01-01-2024,14:13:00,15,15,L,Classic,Ham|Pineapple,Hawaiian Pizza
1476,4422,veggie_l,1,01-01-2024,14:13:00,15,15,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1477,4423,bbq_ckn_s,1,14-01-2024,16:23:00,11,11,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1478,4423,veggie_l,3,14-01-2024,16:23:00,15,45,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1479,4423,bbq_ckn_m,3,14-01-2024,16:23:00,14,42,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1480,4423,veggie_l,2,14-01-2024,16:23:00,15,30,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1481,4423,margherita_m,3,14-01-2024,16:23:00,12,36,M,Classic,Tomato|Cheese,Margherita Pizza
1482,4423,veggie_s,2,14-01-2024,16:23:00,9,18,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1483,4424,pepperoni_m,3,16-01-2024,20:30:00,12,36,M,Classic,Pepperoni|Cheese,Pepperoni Pizza
1484,4424,margherita_m,2,16-01-2024,20:30:00,12,24,M,Classic,Tomato|Cheese,Margherita Pizza
1485,4424,bbq_ckn_l,2,16-01-2024,20:30:00,17,34,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1486,4424,veggie_l,1,16-01-2024,20:30:00,15,15,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1487,4424,hawaiian_l,1,16-01-2024,20:30:00,15,15,L,Classic,Ham|Pineapple,Hawaiian Pizza
1488,4425,pepperoni_l,2,04-01-2024,13:45:00,15,30,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
1489,4425,bbq_ckn_l,3,04-01-2024,13:45:00,17,51,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1490,4425,hawaiian_s,2,04-01-2024,13:45:00,9,18,S,Classic,Ham|Pineapple,Hawaiian Pizza
1491,4425,hawaiian_s,1,04-01-2024,13:45:00,9,9,S,Classic,Ham|Pineapple,Hawaiian Pizza
1492,4426,hawaiian_m,1,03-01-2024,18:25:00,12,12,M,Classic,Ham|Pineapple,Hawaiian Pizza
1493,4426,bbq_ckn_s,3,03-01-2024,18:25:00,11,33,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1494,4426,hawaiian_l,2,03-01-2024,18:25:00,15,30,L,Classic,Ham|Pineapple,Hawaiian Pizza
1495,4426,veggie_l,3,03-01-2024,18:25:00,15,45,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1496,4427,margherita_s,1,23-01-2024,15:53:00,9,9,S,Classic,Tomato|Cheese,Margherita Pizza
1497,4427,veggie_m,1,23-01-2024,15:53:00,12,12,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1498,4427,pepperoni_l,3,23-01-2024,15:53:00,15,45,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
1499,4427,bbq_ckn_s,1,23-01-2024,15:53:00,11,11,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1500,4427,margherita_l,3,23-01-2024,15:53:00,15,45,L,Classic,Tomato|Cheese,Margherita Pizza
1501,4428,pepperoni_l,1,20-01-2024,14:57:00,15,15,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
1502,4428,bbq_ckn_s,3,20-01-2024,14:57:00,11,33,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1503,4428,hawaiian_s,1,20-01-2024,14:57:00,9,9,S,Classic,Ham|Pineapple,Hawaiian Pizza
1504,4428,bbq_ckn_m,2,20-01-2024,14:57:00,14,28,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1505,4428,veggie_m,3,20-01-2024,14:57:00,12,36,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1506,4428,pepperoni_l,1,20-01-2024,14:57:00,15,15,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
1507,4429,hawaiian_l,2,30-01-2024,12:10:00,15,30,L,Classic,Ham|Pineapple,Hawaiian Pizza
1508,4429,margherita_l,2,30-01-2024,12:10:00,15,30,L,Classic,Tomato|Cheese,Margherita Pizza
1509,4429,bbq_ckn_m,1,30-01-2024,12:10:00,14,14,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1510,4429,margherita_s,2,30-01-2024,12:10:00,9,18,S,Classic,Tomato|Cheese,Margherita Pizza
1511,4429,veggie_l,1,30-01-2024,12:10:00,15,15,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1512,4429,bbq_ckn_s,2,30-01-2024,12:10:00,11,22,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1513,4430,hawaiian_l,2,18-01-2024,12:49:00,15,30,L,Classic,Ham|Pineapple,Hawaiian Pizza
1514,4430,bbq_ckn_s,3,18-01-2024,12:49:00,11,33,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1515,4430,bbq_ckn_l,3,18-01-2024,12:49:00,17,51,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1516,4430,bbq_ckn_l,2,18-01-2024,12:49:00,17,34,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1517,4430,veggie_l,2,18-01-2024,12:49:00,15,30,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1518,4431,veggie_l,2,31-01-2024,16:47:00,15,30,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1519,4431,margherita_s,2,31-01-2024,16:47:00,9,18,S,Classic,Tomato|Cheese,Margherita Pizza
1520,4432,veggie_l,1,03-01-2024,15:24:00,15,15,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1521,4433,bbq_ckn_m,2,26-01-2024,14:55:00,14,28,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1522,4433,margherita_l,1,26-01-2024,14:55:00,15,15,L,Classic,Tomato|Cheese,Margherita Pizza
1523,4433,bbq_ckn_s,2,26-01-2024,14:55:00,11,22,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1524,4433,hawaiian_m,3,26-01-2024,14:55:00,12,36,M,Classic,Ham|Pineapple,Hawaiian Pizza
1525,4433,bbq_ckn_s,3,26-01-2024,14:55:00,11,33,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1526,4433,pepperoni_m,2,26-01-2024,14:55:00,12,24,M,Classic,Pepperoni|Cheese,Pepperoni Pizza
1527,4434,margherita_m,1,29-01-2024,14:43:00,12,12,M,Classic,Tomato|Cheese,Margherita Pizza
1528,4434,pepperoni_m,3,29-01-2024,14:43:00,12,36,M,Classic,Pepperoni|Cheese,Pepperoni Pizza
1529,4434,pepperoni_s,3,29-01-2024,14:43:00,9,27,S,Classic,Pepperoni|Cheese,Pepperoni Pizza
1530,4435,pepperoni_s,1,07-01-2024,15:31:00,9,9,S,Classic,Pepperoni|Cheese,Pepperoni Pizza
1531,4435,margherita_m,1,07-01-2024,15:31:00,12,12,M,Classic,Tomato|Cheese,Margherita Pizza
1532,4436,hawaiian_l,3,30-01-2024,13:02:00,15,45,L,Classic,Ham|Pineapple,Hawaiian Pizza
1533,4437,margherita_s,2,25-01-2024,11:06:00,9,18,S,Classic,Tomato|Cheese,Margherita Pizza
1534,4437,bbq_ckn_l,2,25-01-2024,11:06:00,17,34,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1535,4437,veggie_l,2,25-01-2024,11:06:00,15,30,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1536,4437,veggie_s,3,25-01-2024,11:06:00,9,27,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1537,4438,margherita_s,1,08-01-2024,17:47:00,9,9,S,Classic,Tomato|Cheese,Margherita Pizza
1538,4438,margherita_m,2,08-01-2024,17:47:00,12,24,M,Classic,Tomato|Cheese,Margherita Pizza
1539,4438,margherita_s,3,08-01-2024,17:47:00,9,27,S,Classic,Tomato|Cheese,Margherita Pizza
1540,4439,pepperoni_m,1,28-01-2024,17:43:00,12,12,M,Classic,Pepperoni|Cheese,Pepperoni Pizza
1541,4439,margherita_m,2,28-01-2024,17:43:00,12,24,M,Classic,Tomato|Cheese,Margherita Pizza
1542,4439,hawaiian_s,3,28-01-2024,17:43:00,9,27,S,Classic,Ham|Pineapple,Hawaiian Pizza
1543,4440,hawaiian_m,2,19-01-2024,17:28:00,12,24,M,Classic,Ham|Pineapple,Hawaiian Pizza
1544,4440,margherita_m,1,19-01-2024,17:28:00,12,12,M,Classic,Tomato|Cheese,Margherita Pizza
1545,4441,bbq_ckn_m,3,08-01-2024,15:29:00,14,42,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1546,4441,bbq_ckn_m,1,08-01-2024,15:29:00,14,14,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1547,4441,veggie_m,1,08-01-2024,15:29:00,12,12,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1548,4441,veggie_l,2,08-01-2024,15:29:00,15,30,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1549,4441,bbq_ckn_m,2,08-01-2024,15:29:00,14,28,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1550,4442,pepperoni_l,3,19-01-2024,14:04:00,15,45,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
1551,4442,pepperoni_s,3,19-01-2024,14:04:00,9,27,S,Classic,Pepperoni|Cheese,Pepperoni Pizza
1552,4442,bbq_ckn_s,3,19-01-2024,14:04:00,11,33,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1553,4442,veggie_m,1,19-01-2024,14:04:00,12,12,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1554,4443,hawaiian_s,2,16-01-2024,13:33:00,9,18,S,Classic,Ham|Pineapple,Hawaiian Pizza
1555,4443,veggie_s,3,16-01-2024,13:33:00,9,27,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1556,4444,bbq_ckn_m,2,24-01-2024,20:06:00,14,28,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1557,4444,bbq_ckn_l,3,24-01-2024,20:06:00,17,51,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1558,4444,hawaiian_m,1,24-01-2024,20:06:00,12,12,M,Classic,Ham|Pineapple,Hawaiian Pizza
1559,4444,pepperoni_s,1,24-01-2024,20:06:00,9,9,S,Classic,Pepperoni|Cheese,Pepperoni Pizza
1560,4444,bbq_ckn_m,3,24-01-2024,20:06:00,14,42,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1561,4445,bbq_ckn_m,2,24-01-2024,18:40:00,14,28,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1562,4446,bbq_ckn_m,1,18-01-2024,20:33:00,14,14,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1563,4446,veggie_s,2,18-01-2024,20:33:00,9,18,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1564,4446,margherita_s,3,18-01-2024,20:33:00,9,27,S,Classic,Tomato|Cheese,Margherita Pizza
1565,4447,bbq_ckn_m,2,06-01-2024,20:11:00,14,28,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1566,4447,margherita_m,3,06-01-2024,20:11:00,12,36,M,Classic,Tomato|Cheese,Margherita Pizza
1567,4447,veggie_s,2,06-01-2024,20:11:00,9,18,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1568,4447,margherita_m,2,06-01-2024,20:11:00,12,24,M,Classic,Tomato|Cheese,Margherita Pizza
1569,4447,pepperoni_s,3,06-01-2024,20:11:00,9,27,S,Classic,Pepperoni|Cheese,Pepperoni Pizza
1570,4448,margherita_l,2,21-01-2024,18:11:00,15,30,L,Classic,Tomato|Cheese,Margherita Pizza
1571,4448,hawaiian_s,1,21-01-2024,18:11:00,9,9,S,Classic,Ham|Pineapple,Hawaiian Pizza
1572,4448,bbq_ckn_s,2,21-01-2024,18:11:00,11,22,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1573,4449,bbq_ckn_l,3,23-01-2024,15:58:00,17,51,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1574,4449,veggie_m,2,23-01-2024,15:58:00,12,24,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1575,4449,bbq_ckn_l,3,23-01-2024,15:58:00,17,51,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1576,4450,pepperoni_s,1,14-01-2024,18:41:00,9,9,S,Classic,Pepperoni|Cheese,Pepperoni Pizza
1577,4450,pepperoni_l,1,14-01-2024,18:41:00,15,15,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
1578,4450,bbq_ckn_l,3,14-01-2024,18:41:00,17,51,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1579,4450,hawaiian_s,1,14-01-2024,18:41:00,9,9,S,Classic,Ham|Pineapple,Hawaiian Pizza
1580,4450,veggie_s,1,14-01-2024,18:41:00,9,9,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1581,4451,hawaiian_s,2,18-01-2024,19:04:00,9,18,S,Classic,Ham|Pineapple,Hawaiian Pizza
1582,4452,bbq_ckn_l,1,04-01-2024,12:25:00,17,17,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1583,4452,hawaiian_l,2,04-01-2024,12:25:00,15,30,L,Classic,Ham|Pineapple,Hawaiian Pizza
1584,4452,bbq_ckn_s,1,04-01-2024,12:25:00,11,11,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1585,4452,bbq_ckn_m,3,04-01-2024,12:25:00,14,42,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1586,4452,pepperoni_s,3,04-01-2024,12:25:00,9,27,S,Classic,Pepperoni|Cheese,Pepperoni Pizza
1587,4453,bbq_ckn_m,2,02-01-2024,11:29:00,14,28,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1588,4453,veggie_l,2,02-01-2024,11:29:00,15,30,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1589,4454,margherita_s,3,05-01-2024,18:35:00,9,27,S,Classic,Tomato|Cheese,Margherita Pizza
1590,4454,margherita_m,3,05-01-2024,18:35:00,12,36,M,Classic,Tomato|Cheese,Margherita Pizza
1591,4454,margherita_m,3,05-01-2024,18:35:00,12,36,M,Classic,Tomato|Cheese,Margherita Pizza
1592,4454,margherita_m,2,05-01-2024,18:35:00,12,24,M,Classic,Tomato|Cheese,Margherita Pizza
1593,4454,veggie_l,1,05-01-2024,18:35:00,15,15,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1594,4455,bbq_ckn_m,2,10-01-2024,18:32:00,14,28,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1595,4456,hawaiian_l,1,01-01-2024,16:10:00,15,15,L,Classic,Ham|Pineapple,Hawaiian Pizza
1596,4456,bbq_ckn_m,2,01-01-2024,16:10:00,14,28,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1597,4457,veggie_m,2,23-01-2024,11:08:00,12,24,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1598,4457,hawaiian_m,2,23-01-2024,11:08:00,12,24,M,Classic,Ham|Pineapple,Hawaiian Pizza
1599,4457,margherita_s,1,23-01-2024,11:08:00,9,9,S,Classic,Tomato|Cheese,Margherita Pizza
1600,4457,margherita_m,1,23-01-2024,11:08:00,12,12,M,Classic,Tomato|Cheese,Margherita Pizza
1601,4457,veggie_l,2,23-01-2024,11:08:00,15,30,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1602,4458,veggie_m,1,06-01-2024,15:15:00,12,12,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1603,4458,bbq_ckn_s,2,06-01-2024,15:15:00,11,22,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1604,4458,pepperoni_l,3,06-01-2024,15:15:00,15,45,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
1605,4458,bbq_ckn_m,3,06-01-2024,15:15:00,14,42,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1606,4459,bbq_ckn_m,1,26-01-2024,20:04:00,14,14,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1607,4459,hawaiian_s,1,26-01-2024,20:04:00,9,9,S,Classic,Ham|Pineapple,Hawaiian Pizza
1608,4459,bbq_ckn_s,3,26-01-2024,20:04:00,11,33,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1609,4459,veggie_l,2,26-01-2024,20:04:00,15,30,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1610,4459,bbq_ckn_l,3,26-01-2024,20:04:00,17,51,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1611,4459,veggie_s,2,26-01-2024,20:04:00,9,18,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1612,4460,margherita_s,1,02-01-2024,13:35:00,9,9,S,Classic,Tomato|Cheese,Margherita Pizza
1613,4461,pepperoni_l,2,09-01-2024,15:48:00,15,30,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
1614,4462,hawaiian_s,1,08-01-2024,11:08:00,9,9,S,Classic,Ham|Pineapple,Hawaiian Pizza
1615,4462,veggie_s,2,08-01-2024,11:08:00,9,18,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1616,4462,veggie_m,2,08-01-2024,11:08:00,12,24,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1617,4462,bbq_ckn_m,3,08-01-2024,11:08:00,14,42,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1618,4462,hawaiian_m,1,08-01-2024,11:08:00,12,12,M,Classic,Ham|Pineapple,Hawaiian Pizza
1619,4462,pepperoni_s,2,08-01-2024,11:08:00,9,18,S,Classic,Pepperoni|Cheese,Pepperoni Pizza
1620,4463,veggie_s,1,18-01-2024,12:13:00,9,9,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1621,4463,bbq_ckn_m,1,18-01-2024,12:13:00,14,14,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1622,4463,hawaiian_l,1,18-01-2024,12:13:00,15,15,L,Classic,Ham|Pineapple,Hawaiian Pizza
1623,4463,veggie_m,1,18-01-2024,12:13:00,12,12,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1624,4464,veggie_l,1,07-01-2024,11:34:00,15,15,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1625,4464,margherita_l,1,07-01-2024,11:34:00,15,15,L,Classic,Tomato|Cheese,Margherita Pizza
1626,4464,veggie_m,3,07-01-2024,11:34:00,12,36,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1627,4464,bbq_ckn_m,1,07-01-2024,11:34:00,14,14,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1628,4464,hawaiian_l,3,07-01-2024,11:34:00,15,45,L,Classic,Ham|Pineapple,Hawaiian Pizza
1629,4464,margherita_s,2,07-01-2024,11:34:00,9,18,S,Classic,Tomato|Cheese,Margherita Pizza
1630,4465,bbq_ckn_s,3,07-01-2024,16:05:00,11,33,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1631,4465,pepperoni_s,1,07-01-2024,16:05:00,9,9,S,Classic,Pepperoni|Cheese,Pepperoni Pizza
1632,4465,veggie_m,1,07-01-2024,16:05:00,12,12,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1633,4465,pepperoni_m,3,07-01-2024,16:05:00,12,36,M,Classic,Pepperoni|Cheese,Pepperoni Pizza
1634,4466,pepperoni_s,1,26-01-2024,17:45:00,9,9,S,Classic,Pepperoni|Cheese,Pepperoni Pizza
1635,4467,margherita_s,2,23-01-2024,19:06:00,9,18,S,Classic,Tomato|Cheese,Margherita Pizza
1636,4467,hawaiian_s,1,23-01-2024,19:06:00,9,9,S,Classic,Ham|Pineapple,Hawaiian Pizza
1637,4467,veggie_s,3,23-01-2024,19:06:00,9,27,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1638,4467,margherita_m,3,23-01-2024,19:06:00,12,36,M,Classic,Tomato|Cheese,Margherita Pizza
1639,4467,hawaiian_s,2,23-01-2024,19:06:00,9,18,S,Classic,Ham|Pineapple,Hawaiian Pizza
1640,4468,margherita_s,1,23-01-2024,13:37:00,9,9,S,Classic,Tomato|Cheese,Margherita Pizza
1641,4468,veggie_s,2,23-01-2024,13:37:00,9,18,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1642,4468,margherita_l,2,23-01-2024,13:37:00,15,30,L,Classic,Tomato|Cheese,Margherita Pizza
1643,4468,veggie_l,1,23-01-2024,13:37:00,15,15,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1644,4468,hawaiian_l,2,23-01-2024,13:37:00,15,30,L,Classic,Ham|Pineapple,Hawaiian Pizza
1645,4468,bbq_ckn_l,1,23-01-2024,13:37:00,17,17,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1646,4469,veggie_l,2,16-01-2024,11:40:00,15,30,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1647,4469,margherita_l,2,16-01-2024,11:40:00,15,30,L,Classic,Tomato|Cheese,Margherita Pizza
1648,4469,pepperoni_l,1,16-01-2024,11:40:00,15,15,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
1649,4470,veggie_m,3,11-01-2024,16:56:00,12,36,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1650,4470,margherita_s,1,11-01-2024,16:56:00,9,9,S,Classic,Tomato|Cheese,Margherita Pizza
1651,4470,margherita_s,2,11-01-2024,16:56:00,9,18,S,Classic,Tomato|Cheese,Margherita Pizza
1652,4470,bbq_ckn_m,3,11-01-2024,16:56:00,14,42,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1653,4470,bbq_ckn_m,1,11-01-2024,16:56:00,14,14,M,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1654,4471,pepperoni_s,3,13-01-2024,19:38:00,9,27,S,Classic,Pepperoni|Cheese,Pepperoni Pizza
1655,4471,bbq_ckn_l,1,13-01-2024,19:38:00,17,17,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1656,4471,bbq_ckn_l,1,13-01-2024,19:38:00,17,17,L,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1657,4471,margherita_m,1,13-01-2024,19:38:00,12,12,M,Classic,Tomato|Cheese,Margherita Pizza
1658,4471,margherita_l,2,13-01-2024,19:38:00,15,30,L,Classic,Tomato|Cheese,Margherita Pizza
1659,4471,margherita_s,3,13-01-2024,19:38:00,9,27,S,Classic,Tomato|Cheese,Margherita Pizza
1660,4472,bbq_ckn_s,1,14-01-2024,16:30:00,11,11,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1661,4472,margherita_l,1,14-01-2024,16:30:00,15,15,L,Classic,Tomato|Cheese,Margherita Pizza
1662,4472,hawaiian_s,1,14-01-2024,16:30:00,9,9,S,Classic,Ham|Pineapple,Hawaiian Pizza
1663,4473,veggie_s,1,04-01-2024,14:26:00,9,9,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1664,4474,veggie_l,2,21-01-2024,20:44:00,15,30,L,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1665,4475,bbq_ckn_s,3,02-01-2024,15:22:00,11,33,S,Chicken,Chicken|BBQ Sauce,BBQ Chicken Pizza
1666,4475,hawaiian_s,1,02-01-2024,15:22:00,9,9,S,Classic,Ham|Pineapple,Hawaiian Pizza
1667,4475,veggie_s,2,02-01-2024,15:22:00,9,18,S,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1668,4475,hawaiian_m,3,02-01-2024,15:22:00,12,36,M,Classic,Ham|Pineapple,Hawaiian Pizza
1669,4475,veggie_m,3,02-01-2024,15:22:00,12,36,M,Veggie,Onion|Capsicum|Mushroom,Veggie Pizza
1670,4476,hawaiian_l,1,17-01-2024,15:32:00,15,15,L,Classic,Ham|Pineapple,Hawaiian Pizza
1671,4477,pepperoni_l,1,31-01-2024,12:19:00,15,15,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
1672,4477,hawaiian_l,1,31-01-2024,12:19:00,15,15,L,Classic,Ham|Pineapple,Hawaiian Pizza
1673,4477,margherita_m,1,31-01-2024,12:19:00,12,12,M,Classic,Tomato|Cheese,Margherita Pizza
1674,4478,pepperoni_l,3,22-01-2024,19:58:00,15,45,L,Classic,Pepperoni|Cheese,Pepperoni Pizza
